Gene;symbol;log2FoldChange;padj
ENSMUSG00000074500.11;Zfp558;-2.591944812;2.70858E-59
ENSMUSG00000037818.16;Abhd18;-2.593365269;4.01317E-28
ENSMUSG00000043931.10;Gimap7;-2.600567746;1.57445E-20
ENSMUSG00000026070.15;Il18r1;-2.60487195;1.18295E-10
ENSMUSG00000036594.15;H2-Aa;-2.607875678;4.5815E-208
ENSMUSG00000060586.11;H2-Eb1;-2.624136721;1.2931E-129
ENSMUSG00000055493.4;Epm2a;-2.633928223;7.80519E-15
ENSMUSG00000038217.13;Tlcd2;-2.639768135;9.17272E-30
ENSMUSG00000076490.6;NA;-2.642200335;2.11348E-10
ENSMUSG00000027219.13;Slc28a2;-2.642879075;1.14726E-64
ENSMUSG00000048251.15;Bcl11b;-2.6534598;1.55746E-15
ENSMUSG00000005763.15;Cd247;-2.661585138;7.58711E-14
ENSMUSG00000052544.9;St6galnac3;-2.66283213;0.003986472
ENSMUSG00000027985.14;Lef1;-2.66627603;9.94832E-11
ENSMUSG00000021453.2;Gadd45g;-2.684606316;2.89434E-50
ENSMUSG00000025555.14;Farp1;-2.688647929;3.02392E-07
ENSMUSG00000036381.13;P2ry14;-2.699216289;5.01618E-46
ENSMUSG00000043036.13;Ccdc63;-2.707695889;8.56304E-05
ENSMUSG00000049804.9;Armcx4;-2.709533944;1.27005E-54
ENSMUSG00000039699.14;Batf2;-2.716972933;1.6017E-175
ENSMUSG00000079547.4;H2-DMb1;-2.719482073;2.8635E-133
ENSMUSG00000020689.4;Itgb3;-2.727239597;1.29996E-41
ENSMUSG00000035373.2;Ccl7;-2.732892953;1.08275E-05
ENSMUSG00000024610.15;Cd74;-2.733529265;2.7106E-246
ENSMUSG00000038128.7;Camk4;-2.733928663;8.3679E-14
ENSMUSG00000081058.5;H3c15;-2.745258437;1.09381E-09
ENSMUSG00000054892.14;Txk;-2.754479682;1.65073E-08
ENSMUSG00000021675.4;F2rl2;-2.757290253;1.11921E-05
ENSMUSG00000057969.15;Sema3b;-2.763008386;0.000284797
ENSMUSG00000000627.15;Sema4f;-2.771335949;0.001415977
ENSMUSG00000041324.14;Inhba;-2.771850333;5.57774E-32
ENSMUSG00000020072.15;Pbld2;-2.773253089;6.93723E-07
ENSMUSG00000035578.16;Iqcg;-2.773606334;8.42008E-12
ENSMUSG00000023927.15;Satb1;-2.775776643;2.04324E-34
ENSMUSG00000036181.2;H1f2;-2.783132746;9.49036E-68
ENSMUSG00000037477.8;Tbx10;-2.790630682;3.09159E-29
ENSMUSG00000001930.17;Vwf;-2.791630647;1.15474E-62
ENSMUSG00000079507.10;H2-Q1;-2.802339598;1.09723E-07
ENSMUSG00000021266.16;Wars;-2.810097876;0
ENSMUSG00000029075.6;Tnfrsf4;-2.812194697;2.90855E-20
ENSMUSG00000069307.6;Hist1h2bq;-2.81278459;0.031632127
ENSMUSG00000035105.5;Egln3;-2.816475517;9.26987E-47
ENSMUSG00000057054.11;Inca1;-2.817056541;3.31894E-08
ENSMUSG00000041831.16;Sytl3;-2.818811573;8.5779E-19
ENSMUSG00000032380.9;Dapk2;-2.819880673;1.21387E-29
ENSMUSG00000034570.12;Inpp5j;-2.820053826;8.73543E-13
ENSMUSG00000110139.1;NA;-2.825081337;3.57983E-07
ENSMUSG00000014164.15;Klhl3;-2.828806699;2.6508E-30
ENSMUSG00000044461.6;Shisa2;-2.831985233;8.56591E-07
ENSMUSG00000091898.8;Tnnc1;-2.837115133;1.04303E-09
ENSMUSG00000021253.7;Tgfb3;-2.83924804;5.49699E-10
ENSMUSG00000078897.10;Gm4724;-2.842248249;0.00837528
ENSMUSG00000070427.4;Il18bp;-2.853437303;5.2219E-194
ENSMUSG00000003032.8;Klf4;-2.864915246;2.9776E-100
ENSMUSG00000037887.11;Dusp8;-2.878011702;5.78412E-22
ENSMUSG00000040350.16;Trim7;-2.88424432;3.72712E-44
ENSMUSG00000046794.9;Ppp1r3b;-2.896828561;1.82352E-49
ENSMUSG00000017652.16;Cd40;-2.906092173;2.1592E-146
ENSMUSG00000045725.5;Prr15;-2.906357131;3.80897E-18
ENSMUSG00000055430.4;Nap1l5;-2.923871741;2.42157E-08
ENSMUSG00000024525.7;Impa2;-2.931512918;9.40887E-53
ENSMUSG00000057137.9;Tmem140;-2.933718561;9.93485E-47
ENSMUSG00000030167.15;Klrc1;-2.947372042;3.07116E-20
ENSMUSG00000044701.5;Il27;-2.953496176;1.0325E-80
ENSMUSG00000003863.18;Ppfia3;-2.956585375;4.60904E-86
ENSMUSG00000079652.8;Fam71f2;-2.96427505;3.28489E-26
ENSMUSG00000024529.14;Lox;-2.966821666;2.18155E-51
ENSMUSG00000032841.15;Prr5l;-2.987334807;4.56821E-34
ENSMUSG00000045763.8;Basp1;-3.002931537;0
ENSMUSG00000073555.1;Gm4951;-3.020014932;1.28704E-64
ENSMUSG00000048385.9;Scrt1;-3.020558326;2.80795E-14
ENSMUSG00000027171.10;Prrg4;-3.020673943;7.29031E-05
ENSMUSG00000035385.5;Ccl2;-3.02135027;2.11835E-08
ENSMUSG00000023274.14;Cd4;-3.035382558;7.40601E-36
ENSMUSG00000024402.5;Lta;-3.039054588;4.39876E-20
ENSMUSG00000045349.15;Sh2d5;-3.043866123;0.000123108
ENSMUSG00000038179.13;Slamf7;-3.045144315;1.10257E-75
ENSMUSG00000002578.18;Ikzf4;-3.047806972;1.5058E-16
ENSMUSG00000047798.15;Cd300lf;-3.047913394;1.05631E-12
ENSMUSG00000039384.8;Dusp10;-3.048010042;1.25127E-55
ENSMUSG00000061186.15;Sfmbt2;-3.048920285;3.0276E-42
ENSMUSG00000023132.8;Gzma;-3.051954809;1.42469E-20
ENSMUSG00000056671.7;Prelid2;-3.056067798;5.10196E-47
ENSMUSG00000042385.14;Gzmk;-3.064889328;1.30151E-17
ENSMUSG00000026117.10;Zap70;-3.068084193;2.12589E-35
ENSMUSG00000050395.8;Tnfsf15;-3.070261487;2.04072E-14
ENSMUSG00000041954.18;Tnfrsf18;-3.071278477;1.10363E-32
ENSMUSG00000026358.13;Rgs1;-3.073683213;1.0256E-132
ENSMUSG00000018906.14;P4ha2;-3.074366468;3.00838E-84
ENSMUSG00000064220.6;H2ac18;-3.090031022;5.56265E-30
ENSMUSG00000024043.13;Arhgap28;-3.105440295;1.9E-82
ENSMUSG00000054003.13;Tdrd9;-3.105824238;0.001374625
ENSMUSG00000043421.8;Hilpda;-3.116078976;9.21245E-90
ENSMUSG00000042797.9;Aqp11;-3.121342666;2.97203E-08
ENSMUSG00000038037.5;Socs1;-3.125396319;6.33607E-17
ENSMUSG00000068129.5;Cst7;-3.130754072;3.49996E-28
ENSMUSG00000016283.13;H2-M2;-3.131630353;7.77054E-27
ENSMUSG00000028943.18;Espn;-3.134419035;8.76815E-17
ENSMUSG00000027611.12;Procr;-3.178107509;3.32317E-47
ENSMUSG00000079523.8;Tmsb10;-3.178324434;1.9615E-270
ENSMUSG00000052415.5;Tchh;-3.181113388;3.75367E-25
ENSMUSG00000033581.17;Igf2bp2;-3.181161172;1.29765E-78
ENSMUSG00000037411.10;Serpine1;-3.18572878;2.77683E-87
ENSMUSG00000022661.14;Cd200;-3.190585922;0
ENSMUSG00000032356.12;Rasgrf1;-3.193076383;9.52454E-21
ENSMUSG00000016494.9;Cd34;-3.203860231;1.07318E-14
ENSMUSG00000000817.10;Fasl;-3.205367911;6.08115E-06
ENSMUSG00000016496.7;Cd274;-3.210062799;0
ENSMUSG00000073421.6;H2-Ab1;-3.212564989;1.5061E-255
ENSMUSG00000040253.15;Gbp7;-3.217293994;0
ENSMUSG00000025348.9;Itga7;-3.217729361;2.46267E-22
ENSMUSG00000048852.13;Gm12185;-3.229028565;1.04463E-54
ENSMUSG00000093769.4;H3c14;-3.232870817;1.8102E-53
ENSMUSG00000067599.13;Klra7;-3.246423261;0.001686438
ENSMUSG00000022504.10;Ciita;-3.257835594;2.7849E-192
ENSMUSG00000019852.7;Arfgef3;-3.262799209;1.5102E-08
ENSMUSG00000051065.9;Mb21d2;-3.264980892;7.80209E-07
ENSMUSG00000029648.13;Flt1;-3.299552544;3.84744E-14
ENSMUSG00000078853.8;Igtp;-3.305599386;0
ENSMUSG00000001444.2;Tbx21;-3.311307161;1.52687E-09
ENSMUSG00000030790.15;Adm;-3.318711635;8.13802E-48
ENSMUSG00000031626.18;Sorbs2;-3.323606657;2.89689E-06
ENSMUSG00000020599.13;Rgs9;-3.344015211;3.39921E-30
ENSMUSG00000068227.9;Il2rb;-3.355645086;1.21462E-49
ENSMUSG00000068744.12;Psrc1;-3.382535752;8.89847E-18
ENSMUSG00000023328.14;Ache;-3.386712731;2.84491E-05
ENSMUSG00000033834.7;Tpbpa;-3.3879796;1.66613E-10
ENSMUSG00000030214.7;Plbd1;-3.398512374;7.16192E-15
ENSMUSG00000026068.11;Il18rap;-3.42325393;5.97055E-57
ENSMUSG00000041757.17;Plekha6;-3.424666012;4.57041E-26
ENSMUSG00000027456.8;Sdcbp2;-3.425400713;6.99322E-18
ENSMUSG00000032487.8;Ptgs2;-3.436289944;6.20148E-24
ENSMUSG00000020646.17;Mboat2;-3.450703379;3.10027E-07
ENSMUSG00000073409.12;H2-Q6;-3.46555079;6.038E-159
ENSMUSG00000046186.8;Cd109;-3.478358114;8.48224E-61
ENSMUSG00000019997.11;Ccn2;-3.48487775;1.0478E-15
ENSMUSG00000046031.7;Calhm6;-3.493984447;2.60661E-41
ENSMUSG00000092021.8;Gbp11;-3.505821732;2.77377E-12
ENSMUSG00000045777.14;Ifitm10;-3.50933786;3.32518E-17
ENSMUSG00000031227.8;Magee1;-3.543607385;3.6113E-123
ENSMUSG00000043811.5;Rtn4r;-3.548162626;0.000253834
ENSMUSG00000004612.9;Nkg7;-3.555770665;2.70175E-26
ENSMUSG00000044017.16;Adgrd1;-3.558948433;3.01467E-06
ENSMUSG00000018341.12;Il12rb2;-3.574864735;3.17271E-43
ENSMUSG00000028268.14;Gbp3;-3.583174596;8.7037E-279
ENSMUSG00000073795.11;Spef1l;-3.589296257;4.3832E-05
ENSMUSG00000053931.11;Cnn3;-3.592079454;1.5985E-238
ENSMUSG00000002797.9;Ggct;-3.597198937;2.9368E-118
ENSMUSG00000036256.13;Igfbp7;-3.609895993;4.26526E-62
ENSMUSG00000032715.9;Trib3;-3.610621987;1.2974E-78
ENSMUSG00000059901.12;Adamts14;-3.611949663;1.97855E-08
ENSMUSG00000054598.13;9130230L23Rik;-3.61549951;2.77264E-15
ENSMUSG00000030500.6;Slc17a6;-3.618912409;0.000618206
ENSMUSG00000078616.2;Trim30c;-3.624388604;1.43146E-92
ENSMUSG00000000805.18;Car4;-3.636309598;2.04539E-05
ENSMUSG00000010051.15;Hyal1;-3.643231144;6.86334E-45
ENSMUSG00000041773.8;Enc1;-3.648966446;4.86571E-94
ENSMUSG00000037771.11;Slc32a1;-3.654461159;0.000285826
ENSMUSG00000004113.18;Cacna1b;-3.65806558;2.86661E-24
ENSMUSG00000044005.13;Gls2;-3.670759962;4.1433E-12
ENSMUSG00000019851.8;Perp;-3.705251281;1.5326E-06
ENSMUSG00000068606.6;Gm4841;-3.720263428;3.56219E-88
ENSMUSG00000024924.14;Vldlr;-3.7249506;3.84796E-14
ENSMUSG00000043727.5;F830045P16Rik;-3.743645462;2.93497E-08
ENSMUSG00000024124.10;Prss30;-3.755294397;1.52748E-06
ENSMUSG00000040280.10;Ndufa4l2;-3.766075343;4.47692E-08
ENSMUSG00000029204.7;Rhoh;-3.786332744;1.052E-204
ENSMUSG00000029452.18;Tmem116;-3.789015125;1.76594E-11
ENSMUSG00000050022.16;Amz1;-3.811954512;7.604E-111
ENSMUSG00000054057.2;A930004D18Rik;-3.81265447;6.14782E-06
ENSMUSG00000046318.16;Ccbe1;-3.830424424;5.42818E-17
ENSMUSG00000045667.14;Smtnl2;-3.831979261;0.004535325
ENSMUSG00000027579.6;Srms;-3.863058436;7.13514E-05
ENSMUSG00000020383.1;Il13;-3.914162739;2.465E-09
ENSMUSG00000096850.1;NA;-3.93602666;6.2189E-64
ENSMUSG00000064247.14;Plcxd1;-3.947389054;2.19069E-21
ENSMUSG00000009185.2;Ccl8;-4.006759118;8.59992E-13
ENSMUSG00000037161.14;Mgarp;-4.016219118;1.53782E-42
ENSMUSG00000039063.5;Echdc3;-4.02531374;4.08199E-08
ENSMUSG00000004961.7;Syt5;-4.062135052;0.000138292
ENSMUSG00000032374.14;Plod2;-4.092764753;1.924E-119
ENSMUSG00000028111.4;Ctsk;-4.111526761;2.44853E-77
ENSMUSG00000006958.14;Chrd;-4.113621923;7.37154E-06
ENSMUSG00000052565.7;H1f3;-4.117350476;2.84919E-06
ENSMUSG00000003657.9;Calb2;-4.137844607;1.11475E-21
ENSMUSG00000022408.7;Fam83f;-4.141371999;5.22159E-08
ENSMUSG00000075270.11;Pde11a;-4.171901978;0.001291118
ENSMUSG00000028654.13;Mycl;-4.179390393;1.20577E-06
ENSMUSG00000033967.4;Rnf225;-4.256911888;1.36716E-11
ENSMUSG00000021768.15;Dusp13;-4.302555593;4.38977E-27
ENSMUSG00000033576.12;Apol6;-4.311291357;0.000143173
ENSMUSG00000049109.15;Themis;-4.311888358;7.56438E-48
ENSMUSG00000003153.10;Slc2a3;-4.344052254;2.75816E-14
ENSMUSG00000063531.7;Sema3e;-4.359450131;6.2725E-05
ENSMUSG00000035042.2;Ccl5;-4.364748927;0
ENSMUSG00000033213.16;AA467197;-4.370442547;1.5369E-180
ENSMUSG00000092216.3;Gm19345;-4.384600179;7.99368E-05
ENSMUSG00000004791.7;Pgf;-4.401052262;8.08805E-19
ENSMUSG00000026249.10;Serpine2;-4.407527981;2.43008E-10
ENSMUSG00000026830.9;Ermn;-4.424041742;4.08409E-37
ENSMUSG00000054072.12;Iigp1;-4.425445002;1.3227E-127
ENSMUSG00000040328.16;Olfr56;-4.461447764;7.06263E-88
ENSMUSG00000015437.5;Gzmb;-4.468146284;3.9142E-134
ENSMUSG00000023224.12;Serping1;-4.492926028;2.31932E-22
ENSMUSG00000020427.11;Igfbp3;-4.510413381;8.27816E-09
ENSMUSG00000089997.2;NA;-4.526380797;1.85962E-05
ENSMUSG00000078921.3;Tgtp2;-4.529810134;0
ENSMUSG00000024245.4;Tmem178;-4.59725762;8.91745E-35
ENSMUSG00000031104.2;Rab33a;-4.613611675;1.21534E-15
ENSMUSG00000034472.13;Rasd2;-4.641721108;9.50588E-06
ENSMUSG00000029875.5;Ccdc184;-4.667602725;1.97539E-08
ENSMUSG00000005125.13;Ndrg1;-4.683544965;0
ENSMUSG00000055030.1;Sprr2e;-4.702001581;1.65073E-08
ENSMUSG00000009281.6;Rarres2;-4.744335254;4.31782E-11
ENSMUSG00000049511.5;Htr1b;-4.767505752;6.3786E-06
ENSMUSG00000006567.11;Atp7b;-4.774479558;1.06939E-10
ENSMUSG00000068263.11;Efcc1;-4.781939759;8.22572E-13
ENSMUSG00000037202.6;Prf1;-4.784970294;8.29339E-62
ENSMUSG00000018604.18;Tbx3;-4.814950659;0.000123417
ENSMUSG00000022425.16;Enpp2;-4.844770347;2.00186E-45
ENSMUSG00000028270.12;Gbp2;-4.858402896;0
ENSMUSG00000042828.12;Trim72;-4.871688413;1.33202E-13
ENSMUSG00000020256.14;Aldh1l2;-4.871877269;4.41679E-56
ENSMUSG00000094690.2;1600014C23Rik;-4.918273626;9.26204E-10
ENSMUSG00000044854.7;1700056E22Rik;-4.945430203;6.56856E-05
ENSMUSG00000034227.7;Foxj1;-4.999264599;1.58486E-17
ENSMUSG00000034898.17;Filip1;-5.000904626;1.29677E-18
ENSMUSG00000049971.17;Glt1d1;-5.01648367;6.9577E-05
ENSMUSG00000027718.8;Il21;-5.024464878;4.71787E-05
ENSMUSG00000105504.4;Gbp5;-5.076829156;0
ENSMUSG00000022754.6;Tmem45a;-5.079132642;2.26685E-06
ENSMUSG00000042379.8;Esm1;-5.106253573;2.95553E-05
ENSMUSG00000058420.8;Syt17;-5.17525472;3.7636E-19
ENSMUSG00000034438.16;Gbp8;-5.240583384;1.1308E-146
ENSMUSG00000031551.12;Ido1;-5.264818064;2.4893E-41
ENSMUSG00000037188.7;Grhl3;-5.321215213;1.89612E-21
ENSMUSG00000015316.11;Slamf1;-5.382035011;1.638E-124
ENSMUSG00000021565.16;Slc6a19;-5.414437786;2.38055E-95
ENSMUSG00000047562.3;Mmp10;-5.45114859;2.15623E-60
ENSMUSG00000030114.8;Klrg1;-5.454010572;2.89017E-08
ENSMUSG00000079186.3;Gzmc;-5.521301219;1.88059E-42
ENSMUSG00000078922.9;Tgtp1;-5.619443943;6.94006E-43
ENSMUSG00000034579.17;Pla2g3;-5.645106266;1.52434E-06
ENSMUSG00000036306.13;Lzts1;-5.646450517;6.66121E-05
ENSMUSG00000030406.7;Gipr;-5.682348633;5.9165E-127
ENSMUSG00000038239.11;Hrc;-5.740222898;1.02647E-06
ENSMUSG00000020826.9;Nos2;-5.876394408;6.97546E-77
ENSMUSG00000029417.9;Cxcl9;-5.924767479;2.3489E-116
ENSMUSG00000022156.8;Gzme;-5.986394058;2.70031E-07
ENSMUSG00000079362.5;NA;-6.047681226;1.45673E-10
ENSMUSG00000040284.4;Gzmg;-6.083000744;8.42555E-06
ENSMUSG00000020902.12;Ntn1;-6.110236011;1.09907E-20
ENSMUSG00000041798.15;Gck;-6.295364404;5.66374E-08
ENSMUSG00000105096.1;Gbp10;-6.320763608;2.9644E-133
ENSMUSG00000041481.17;Serpina3g;-6.345116721;9.9203E-287
ENSMUSG00000079363.7;Gbp4;-6.444428783;0
ENSMUSG00000074715.3;Ccl28;-6.496230076;1.70967E-06
ENSMUSG00000020303.2;Stc2;-6.584600411;8.29049E-09
ENSMUSG00000039865.8;Slc44a3;-6.78820831;2.23659E-06
ENSMUSG00000059256.6;Gzmd;-6.808456834;8.83524E-10
ENSMUSG00000079014.4;Serpina3i;-6.818817863;8.79375E-07
ENSMUSG00000078154.3;NA;-6.886535384;3.56966E-06
ENSMUSG00000050440.8;Hamp;-7.645093582;2.55737E-17
ENSMUSG00000021340.13;Gpld1;-7.659228719;7.62634E-09
ENSMUSG00000030806.6;Stx1b;-7.73206014;1.80318E-12
ENSMUSG00000055170.4;Ifng;-7.786892015;2.2631E-290
ENSMUSG00000022441.17;Efcab6;-7.85679393;5.73185E-10
ENSMUSG00000066363.12;Serpina3f;-7.956461514;0
ENSMUSG00000035594.10;Chrna5;-8.347430318;2.87724E-11
ENSMUSG00000023959.10;Clic5;-8.555454685;0
ENSMUSG00000035186.6;Ubd;-11.20598255;5.47303E-20
